Vardas           Pavarde            Egzaminas ND1       ND2       ND3       ND4       ND5       
Vardenis4901     Pavardenis4901     1         6         7         2         2         8         
Vardenis4902     Pavardenis4902     7         3         8         2         8         7         
Vardenis4903     Pavardenis4903     4         5         7         4         4         6         
Vardenis4904     Pavardenis4904     8         5         6         9         2         5         
Vardenis4905     Pavardenis4905     7         9         5         2         8         7         
Vardenis4906     Pavardenis4906     6         4         7         7         7         4         
Vardenis4907     Pavardenis4907     2         1         9         10        4         10        
Vardenis4908     Pavardenis4908     9         9         4         8         1         8         
Vardenis4909     Pavardenis4909     7         8         9         10        1         4         
Vardenis4910     Pavardenis4910     10        1         8         5         8         6         
Vardenis4911     Pavardenis4911     7         5         1         2         8         8         
Vardenis4912     Pavardenis4912     9         4         10        3         4         8         
Vardenis4913     Pavardenis4913     8         6         10        7         5         8         
Vardenis4914     Pavardenis4914     9         6         3         5         2         3         
Vardenis4915     Pavardenis4915     3         5         9         3         10        6         
Vardenis4916     Pavardenis4916     4         8         2         5         10        4         
Vardenis4917     Pavardenis4917     5         7         4         4         8         5         
Vardenis4918     Pavardenis4918     1         3         1         6         6         9         
Vardenis4919     Pavardenis4919     1         2         7         9         6         1         
Vardenis4920     Pavardenis4920     7         8         6         2         3         6         
Vardenis4921     Pavardenis4921     3         5         2         4         2         4         
Vardenis4922     Pavardenis4922     5         1         10        4         3         6         
Vardenis4923     Pavardenis4923     10        2         3         10        4         2         
Vardenis4924     Pavardenis4924     7         7         7         1         8         4         
Vardenis4925     Pavardenis4925     3         5         5         10        2         3         
Vardenis4926     Pavardenis4926     6         1         6         8         2         2         
Vardenis4927     Pavardenis4927     1         5         1         9         5         8         
Vardenis4928     Pavardenis4928     2         8         4         8         4         9         
Vardenis4929     Pavardenis4929     1         7         5         9         4         8         
Vardenis4930     Pavardenis4930     4         4         6         5         10        7         
Vardenis4931     Pavardenis4931     1         8         10        3         3         1         
Vardenis4932     Pavardenis4932     9         6         9         9         6         10        
Vardenis4933     Pavardenis4933     3         6         6         5         8         2         
Vardenis4934     Pavardenis4934     1         6         9         1         2         7         
Vardenis4935     Pavardenis4935     2         8         8         9         1         6         
Vardenis4936     Pavardenis4936     10        5         4         7         3         10        
Vardenis4937     Pavardenis4937     5         10        6         6         9         9         
Vardenis4938     Pavardenis4938     1         8         9         6         2         9         
Vardenis4939     Pavardenis4939     8         4         9         9         8         2         
Vardenis4940     Pavardenis4940     1         5         1         8         1         3         
Vardenis4941     Pavardenis4941     9         1         7         4         9         8         
Vardenis4942     Pavardenis4942     9         5         1         5         6         5         
Vardenis4943     Pavardenis4943     4         6         5         8         6         7         
Vardenis4944     Pavardenis4944     8         10        6         6         9         10        
Vardenis4945     Pavardenis4945     3         5         4         9         1         4         
Vardenis4946     Pavardenis4946     1         4         3         7         4         6         
Vardenis4947     Pavardenis4947     7         7         10        5         1         6         
Vardenis4948     Pavardenis4948     4         2         7         2         10        4         
Vardenis4949     Pavardenis4949     3         10        6         6         5         9         
Vardenis4950     Pavardenis4950     1         8         8         3         7         3         
Vardenis4951     Pavardenis4951     1         3         3         1         9         8         
Vardenis4952     Pavardenis4952     1         10        7         5         8         7         
Vardenis4953     Pavardenis4953     9         2         1         7         8         4         
Vardenis4954     Pavardenis4954     6         8         6         10        10        7         
Vardenis4955     Pavardenis4955     3         6         7         2         4         4         
Vardenis4956     Pavardenis4956     1         2         7         9         2         8         
Vardenis4957     Pavardenis4957     4         2         3         6         3         8         
Vardenis4958     Pavardenis4958     10        4         6         4         4         10        
Vardenis4959     Pavardenis4959     5         4         9         2         5         8         
Vardenis4960     Pavardenis4960     4         3         10        10        8         8         
Vardenis4961     Pavardenis4961     8         10        1         1         7         3         
Vardenis4962     Pavardenis4962     5         10        8         10        6         9         
Vardenis4963     Pavardenis4963     10        7         8         5         7         1         
Vardenis4964     Pavardenis4964     1         2         8         3         3         4         
Vardenis4965     Pavardenis4965     8         1         4         9         9         7         
Vardenis4966     Pavardenis4966     4         6         7         8         2         9         
Vardenis4967     Pavardenis4967     3         5         10        9         10        7         
Vardenis4968     Pavardenis4968     3         1         3         1         3         6         
Vardenis4969     Pavardenis4969     5         3         9         10        4         8         
Vardenis4970     Pavardenis4970     4         9         7         3         1         6         
Vardenis4971     Pavardenis4971     1         8         3         10        5         9         
Vardenis4972     Pavardenis4972     5         6         3         10        6         7         
Vardenis4973     Pavardenis4973     8         1         1         9         5         3         
Vardenis4974     Pavardenis4974     8         1         5         2         8         3         
Vardenis4975     Pavardenis4975     1         8         5         2         4         4         
Vardenis4976     Pavardenis4976     1         2         5         8         6         2         
Vardenis4977     Pavardenis4977     9         1         3         6         8         9         
Vardenis4978     Pavardenis4978     2         8         7         7         6         3         
Vardenis4979     Pavardenis4979     6         5         6         4         1         6         
Vardenis4980     Pavardenis4980     1         8         5         4         7         10        
Vardenis4981     Pavardenis4981     2         10        7         9         4         1         
Vardenis4982     Pavardenis4982     9         2         4         9         10        9         
Vardenis4983     Pavardenis4983     9         9         10        7         8         9         
Vardenis4984     Pavardenis4984     7         8         2         1         5         6         
Vardenis4985     Pavardenis4985     4         5         7         1         9         8         
Vardenis4986     Pavardenis4986     4         10        8         9         4         3         
Vardenis4987     Pavardenis4987     9         10        4         1         9         3         
Vardenis4988     Pavardenis4988     2         10        6         5         5         7         
Vardenis4989     Pavardenis4989     2         6         2         4         6         3         
Vardenis4990     Pavardenis4990     2         4         1         10        1         2         
Vardenis4991     Pavardenis4991     3         6         2         8         9         3         
Vardenis4992     Pavardenis4992     7         5         3         10        5         7         
Vardenis4993     Pavardenis4993     6         7         6         3         3         8         
Vardenis4994     Pavardenis4994     8         3         5         9         1         4         
Vardenis4995     Pavardenis4995     8         1         7         5         3         7         
Vardenis4996     Pavardenis4996     6         10        7         7         6         9         
Vardenis4997     Pavardenis4997     1         3         5         6         9         3         
Vardenis4998     Pavardenis4998     5         2         5         3         1         10        
Vardenis4999     Pavardenis4999     9         9         5         5         7         4         
Vardenis5000     Pavardenis5000     6         6         8         1         5         8         
Vardenis5001     Pavardenis5001     5         9         9         9         7         2         
Vardenis5002     Pavardenis5002     10        6         4         10        5         3         
Vardenis5003     Pavardenis5003     6         10        1         8         3         8         
Vardenis5004     Pavardenis5004     10        3         6         5         1         5         
Vardenis5005     Pavardenis5005     6         1         5         1         7         6         
Vardenis5006     Pavardenis5006     8         8         8         3         8         9         
Vardenis5007     Pavardenis5007     6         5         8         6         1         2         
Vardenis5008     Pavardenis5008     2         6         1         8         5         1         
Vardenis5009     Pavardenis5009     6         6         4         2         5         2         
Vardenis5010     Pavardenis5010     6         6         8         3         6         2         
Vardenis5011     Pavardenis5011     2         10        3         8         5         9         
Vardenis5012     Pavardenis5012     8         7         8         9         5         1         
Vardenis5013     Pavardenis5013     8         5         3         3         6         8         
Vardenis5014     Pavardenis5014     4         8         2         5         3         8         
Vardenis5015     Pavardenis5015     3         1         2         4         2         1         
Vardenis5016     Pavardenis5016     9         4         2         1         1         1         
Vardenis5017     Pavardenis5017     6         8         4         7         2         1         
Vardenis5018     Pavardenis5018     1         4         2         1         1         5         
Vardenis5019     Pavardenis5019     1         6         6         10        8         7         
Vardenis5020     Pavardenis5020     8         2         4         7         5         3         
Vardenis5021     Pavardenis5021     4         5         3         3         1         6         
Vardenis5022     Pavardenis5022     1         10        5         3         4         5         
Vardenis5023     Pavardenis5023     10        3         10        10        7         8         
Vardenis5024     Pavardenis5024     7         2         2         1         6         2         
Vardenis5025     Pavardenis5025     4         9         9         7         8         8         
Vardenis5026     Pavardenis5026     10        9         5         2         6         4         
Vardenis5027     Pavardenis5027     10        6         3         5         9         5         
Vardenis5028     Pavardenis5028     3         6         4         2         1         6         
Vardenis5029     Pavardenis5029     8         7         9         8         4         4         
Vardenis5030     Pavardenis5030     6         7         2         2         6         3         
Vardenis5031     Pavardenis5031     10        6         8         5         4         3         
Vardenis5032     Pavardenis5032     4         4         3         6         1         10        
Vardenis5033     Pavardenis5033     4         7         5         2         5         2         
Vardenis5034     Pavardenis5034     3         5         2         10        9         4         
Vardenis5035     Pavardenis5035     6         5         7         10        3         10        
Vardenis5036     Pavardenis5036     4         6         4         7         5         3         
Vardenis5037     Pavardenis5037     3         5         7         8         9         3         
Vardenis5038     Pavardenis5038     3         8         4         8         10        5         
Vardenis5039     Pavardenis5039     8         10        9         1         3         4         
Vardenis5040     Pavardenis5040     8         8         1         9         2         9         
Vardenis5041     Pavardenis5041     4         3         9         2         5         9         
Vardenis5042     Pavardenis5042     1         4         1         7         10        4         
Vardenis5043     Pavardenis5043     2         1         7         7         6         8         
Vardenis5044     Pavardenis5044     6         10        2         7         6         4         
Vardenis5045     Pavardenis5045     8         1         7         8         2         8         
Vardenis5046     Pavardenis5046     4         7         2         1         1         5         
Vardenis5047     Pavardenis5047     6         5         10        6         7         8         
Vardenis5048     Pavardenis5048     3         8         10        8         2         4         
Vardenis5049     Pavardenis5049     1         2         10        8         8         4         
Vardenis5050     Pavardenis5050     10        10        4         7         10        10        
Vardenis5051     Pavardenis5051     6         10        10        7         3         9         
Vardenis5052     Pavardenis5052     7         5         8         10        4         3         
Vardenis5053     Pavardenis5053     5         6         5         4         6         4         
Vardenis5054     Pavardenis5054     10        2         8         2         4         10        
Vardenis5055     Pavardenis5055     9         8         7         10        4         9         
Vardenis5056     Pavardenis5056     5         1         1         5         7         7         
Vardenis5057     Pavardenis5057     3         7         4         5         5         3         
Vardenis5058     Pavardenis5058     4         5         4         6         5         7         
Vardenis5059     Pavardenis5059     5         10        6         10        10        7         
Vardenis5060     Pavardenis5060     4         6         8         4         8         4         
Vardenis5061     Pavardenis5061     3         1         6         1         10        7         
Vardenis5062     Pavardenis5062     2         6         7         4         10        10        
Vardenis5063     Pavardenis5063     10        4         2         2         1         2         
Vardenis5064     Pavardenis5064     3         8         3         9         1         5         
Vardenis5065     Pavardenis5065     8         1         8         2         5         2         
Vardenis5066     Pavardenis5066     9         10        8         2         4         10        
Vardenis5067     Pavardenis5067     5         5         1         5         3         10        
Vardenis5068     Pavardenis5068     10        2         10        10        2         9         
Vardenis5069     Pavardenis5069     1         9         8         1         6         4         
Vardenis5070     Pavardenis5070     7         3         1         8         5         4         
Vardenis5071     Pavardenis5071     4         1         1         8         3         2         
Vardenis5072     Pavardenis5072     2         3         7         6         4         10        
Vardenis5073     Pavardenis5073     7         3         6         5         7         2         
Vardenis5074     Pavardenis5074     2         8         7         2         3         6         
Vardenis5075     Pavardenis5075     4         4         7         6         8         7         
Vardenis5076     Pavardenis5076     2         6         6         8         1         5         
Vardenis5077     Pavardenis5077     9         5         2         2         1         7         
Vardenis5078     Pavardenis5078     9         3         10        2         1         4         
Vardenis5079     Pavardenis5079     3         4         3         2         6         2         
Vardenis5080     Pavardenis5080     3         8         10        6         9         5         
Vardenis5081     Pavardenis5081     7         7         2         8         1         7         
Vardenis5082     Pavardenis5082     7         4         2         4         5         8         
Vardenis5083     Pavardenis5083     3         10        9         2         1         10        
Vardenis5084     Pavardenis5084     5         9         3         4         5         2         
Vardenis5085     Pavardenis5085     10        9         10        3         2         3         
Vardenis5086     Pavardenis5086     5         7         10        10        8         6         
Vardenis5087     Pavardenis5087     4         8         2         4         2         10        
Vardenis5088     Pavardenis5088     8         10        10        3         4         3         
Vardenis5089     Pavardenis5089     4         4         5         9         9         6         
Vardenis5090     Pavardenis5090     3         1         2         2         3         2         
Vardenis5091     Pavardenis5091     5         9         7         4         9         8         
Vardenis5092     Pavardenis5092     1         9         6         7         1         7         
Vardenis5093     Pavardenis5093     2         10        3         3         1         4         
Vardenis5094     Pavardenis5094     4         9         1         5         3         3         
Vardenis5095     Pavardenis5095     5         3         7         10        4         10        
Vardenis5096     Pavardenis5096     7         5         6         4         4         7         
Vardenis5097     Pavardenis5097     7         8         4         1         1         3         
Vardenis5098     Pavardenis5098     1         3         4         1         1         6         
Vardenis5099     Pavardenis5099     8         2         9         5         5         3         
Vardenis5100     Pavardenis5100     5         7         7         10        4         2         
Vardenis5101     Pavardenis5101     7         10        5         9         8         6         
Vardenis5102     Pavardenis5102     7         6         3         5         6         2         
Vardenis5103     Pavardenis5103     7         1         2         3         1         3         
Vardenis5104     Pavardenis5104     6         4         9         1         1         6         
Vardenis5105     Pavardenis5105     8         9         1         10        7         2         
Vardenis5106     Pavardenis5106     4         6         2         1         4         10        
Vardenis5107     Pavardenis5107     9         1         9         7         1         8         
Vardenis5108     Pavardenis5108     4         9         3         3         5         8         
Vardenis5109     Pavardenis5109     5         6         4         5         6         1         
Vardenis5110     Pavardenis5110     4         3         9         9         3         1         
Vardenis5111     Pavardenis5111     6         10        5         1         2         3         
Vardenis5112     Pavardenis5112     5         7         9         3         6         2         
Vardenis5113     Pavardenis5113     5         3         6         6         3         8         
Vardenis5114     Pavardenis5114     3         1         10        8         2         7         
Vardenis5115     Pavardenis5115     3         7         9         9         10        5         
Vardenis5116     Pavardenis5116     7         9         1         8         4         3         
Vardenis5117     Pavardenis5117     4         7         2         3         9         4         
Vardenis5118     Pavardenis5118     8         2         5         1         10        5         
Vardenis5119     Pavardenis5119     10        6         3         10        1         5         
Vardenis5120     Pavardenis5120     9         6         9         2         3         5         
Vardenis5121     Pavardenis5121     1         5         2         1         8         7         
Vardenis5122     Pavardenis5122     1         6         8         5         10        7         
Vardenis5123     Pavardenis5123     8         2         2         4         3         7         
Vardenis5124     Pavardenis5124     1         3         10        4         8         2         
Vardenis5125     Pavardenis5125     1         3         1         9         1         1         
Vardenis5126     Pavardenis5126     1         1         7         6         5         6         
Vardenis5127     Pavardenis5127     7         4         5         5         7         6         
Vardenis5128     Pavardenis5128     8         7         5         9         9         3         
Vardenis5129     Pavardenis5129     5         1         8         1         4         1         
Vardenis5130     Pavardenis5130     7         3         10        4         5         6         
Vardenis5131     Pavardenis5131     2         9         7         9         9         9         
Vardenis5132     Pavardenis5132     3         1         3         3         10        7         
Vardenis5133     Pavardenis5133     7         6         3         5         9         10        
Vardenis5134     Pavardenis5134     10        2         7         4         10        10        
Vardenis5135     Pavardenis5135     10        6         1         3         7         3         
Vardenis5136     Pavardenis5136     6         10        4         3         4         1         
Vardenis5137     Pavardenis5137     7         5         9         8         6         4         
Vardenis5138     Pavardenis5138     2         2         6         2         9         6         
Vardenis5139     Pavardenis5139     7         3         8         7         2         2         
Vardenis5140     Pavardenis5140     10        8         8         4         10        1         
Vardenis5141     Pavardenis5141     4         5         8         9         3         5         
Vardenis5142     Pavardenis5142     3         6         1         5         3         6         
Vardenis5143     Pavardenis5143     7         9         2         10        3         10        
Vardenis5144     Pavardenis5144     2         3         3         1         5         7         
Vardenis5145     Pavardenis5145     7         2         6         3         1         8         
Vardenis5146     Pavardenis5146     7         1         10        2         3         8         
Vardenis5147     Pavardenis5147     8         5         9         7         10        10        
Vardenis5148     Pavardenis5148     9         3         8         8         6         8         
Vardenis5149     Pavardenis5149     5         9         6         7         10        6         
Vardenis5150     Pavardenis5150     4         4         2         5         3         9         
Vardenis5151     Pavardenis5151     4         9         6         9         10        1         
Vardenis5152     Pavardenis5152     7         4         2         8         3         8         
Vardenis5153     Pavardenis5153     4         1         8         3         1         2         
Vardenis5154     Pavardenis5154     10        9         4         8         3         7         
Vardenis5155     Pavardenis5155     10        3         2         6         3         3         
Vardenis5156     Pavardenis5156     2         4         3         10        1         8         
Vardenis5157     Pavardenis5157     9         6         9         5         1         10        
Vardenis5158     Pavardenis5158     1         10        7         8         9         10        
Vardenis5159     Pavardenis5159     4         4         5         10        2         2         
Vardenis5160     Pavardenis5160     2         6         10        6         7         8         
Vardenis5161     Pavardenis5161     1         10        10        7         9         8         
Vardenis5162     Pavardenis5162     2         5         4         10        6         3         
Vardenis5163     Pavardenis5163     10        6         10        5         1         6         
Vardenis5164     Pavardenis5164     4         4         1         7         9         3         
Vardenis5165     Pavardenis5165     10        7         8         7         1         7         
Vardenis5166     Pavardenis5166     10        9         8         5         4         3         
Vardenis5167     Pavardenis5167     9         1         1         2         5         10        
Vardenis5168     Pavardenis5168     2         9         3         6         6         2         
Vardenis5169     Pavardenis5169     2         5         4         8         8         9         
Vardenis5170     Pavardenis5170     9         9         8         4         7         6         
Vardenis5171     Pavardenis5171     5         4         1         8         2         4         
Vardenis5172     Pavardenis5172     2         5         3         5         2         1         
Vardenis5173     Pavardenis5173     7         10        2         4         2         10        
Vardenis5174     Pavardenis5174     6         5         6         2         4         7         
Vardenis5175     Pavardenis5175     6         9         4         10        2         9         
Vardenis5176     Pavardenis5176     4         5         4         10        7         3         
Vardenis5177     Pavardenis5177     6         2         5         8         9         4         
Vardenis5178     Pavardenis5178     2         9         7         8         3         6         
Vardenis5179     Pavardenis5179     10        10        10        7         2         3         
Vardenis5180     Pavardenis5180     9         1         1         9         8         2         
Vardenis5181     Pavardenis5181     1         9         10        8         1         9         
Vardenis5182     Pavardenis5182     2         2         3         8         7         2         
Vardenis5183     Pavardenis5183     9         2         1         6         3         8         
Vardenis5184     Pavardenis5184     3         4         5         5         7         9         
Vardenis5185     Pavardenis5185     3         2         1         9         4         2         
Vardenis5186     Pavardenis5186     2         8         3         4         3         6         
Vardenis5187     Pavardenis5187     3         9         3         10        9         1         
Vardenis5188     Pavardenis5188     1         5         3         5         10        4         
Vardenis5189     Pavardenis5189     4         5         7         10        3         7         
Vardenis5190     Pavardenis5190     6         8         5         2         2         10        
Vardenis5191     Pavardenis5191     1         3         2         7         3         6         
Vardenis5192     Pavardenis5192     7         4         3         6         8         6         
Vardenis5193     Pavardenis5193     7         4         5         2         2         3         
Vardenis5194     Pavardenis5194     3         4         1         7         6         1         
Vardenis5195     Pavardenis5195     1         10        3         1         3         9         
Vardenis5196     Pavardenis5196     2         7         10        4         1         5         
Vardenis5197     Pavardenis5197     9         9         10        3         2         6         
Vardenis5198     Pavardenis5198     3         5         1         1         6         6         
Vardenis5199     Pavardenis5199     6         5         7         6         7         9         
Vardenis5200     Pavardenis5200     6         3         5         8         1         3         
Vardenis5201     Pavardenis5201     6         8         6         2         6         1         
Vardenis5202     Pavardenis5202     10        9         3         1         2         3         
Vardenis5203     Pavardenis5203     10        2         4         10        4         1         
Vardenis5204     Pavardenis5204     9         8         9         9         1         9         
Vardenis5205     Pavardenis5205     9         3         8         7         2         3         
Vardenis5206     Pavardenis5206     9         8         10        5         7         10        
Vardenis5207     Pavardenis5207     4         6         4         7         10        4         
Vardenis5208     Pavardenis5208     2         8         7         4         7         2         
Vardenis5209     Pavardenis5209     3         10        2         1         10        6         
Vardenis5210     Pavardenis5210     4         8         5         10        2         6         
Vardenis5211     Pavardenis5211     2         5         10        9         6         9         
Vardenis5212     Pavardenis5212     2         10        7         7         3         6         
Vardenis5213     Pavardenis5213     8         5         4         7         7         1         
Vardenis5214     Pavardenis5214     4         2         10        7         4         1         
Vardenis5215     Pavardenis5215     9         4         6         8         2         10        
Vardenis5216     Pavardenis5216     9         6         5         9         3         6         
Vardenis5217     Pavardenis5217     4         2         7         10        8         7         
Vardenis5218     Pavardenis5218     2         6         7         2         9         8         
Vardenis5219     Pavardenis5219     7         6         3         9         5         8         
Vardenis5220     Pavardenis5220     9         1         8         5         8         1         
Vardenis5221     Pavardenis5221     4         8         4         7         8         4         
Vardenis5222     Pavardenis5222     10        5         7         1         9         5         
Vardenis5223     Pavardenis5223     4         10        5         7         6         6         
Vardenis5224     Pavardenis5224     4         5         5         7         3         5         
Vardenis5225     Pavardenis5225     9         7         5         10        1         5         
Vardenis5226     Pavardenis5226     4         9         9         5         1         6         
Vardenis5227     Pavardenis5227     2         6         7         4         5         10        
Vardenis5228     Pavardenis5228     10        2         2         5         10        1         
Vardenis5229     Pavardenis5229     3         10        2         1         5         2         
Vardenis5230     Pavardenis5230     3         2         8         7         1         3         
Vardenis5231     Pavardenis5231     1         10        8         2         6         8         
Vardenis5232     Pavardenis5232     1         6         7         3         4         1         
Vardenis5233     Pavardenis5233     5         4         5         4         3         1         
Vardenis5234     Pavardenis5234     10        8         6         5         2         5         
Vardenis5235     Pavardenis5235     7         5         1         8         6         8         
Vardenis5236     Pavardenis5236     1         9         3         1         9         2         
Vardenis5237     Pavardenis5237     8         4         8         2         6         6         
Vardenis5238     Pavardenis5238     3         10        6         4         2         1         
Vardenis5239     Pavardenis5239     8         10        6         10        4         5         
Vardenis5240     Pavardenis5240     5         4         7         2         1         5         
Vardenis5241     Pavardenis5241     8         10        7         4         2         5         
Vardenis5242     Pavardenis5242     10        10        5         9         2         9         
Vardenis5243     Pavardenis5243     8         7         9         2         4         4         
Vardenis5244     Pavardenis5244     2         7         5         5         4         10        
Vardenis5245     Pavardenis5245     8         4         5         5         2         6         
Vardenis5246     Pavardenis5246     10        6         3         3         3         10        
Vardenis5247     Pavardenis5247     3         9         4         5         7         8         
Vardenis5248     Pavardenis5248     5         4         8         2         1         7         
Vardenis5249     Pavardenis5249     10        8         2         6         2         3         
Vardenis5250     Pavardenis5250     10        6         9         7         2         4         
Vardenis5251     Pavardenis5251     4         3         6         6         1         4         
Vardenis5252     Pavardenis5252     3         5         10        8         2         2         
Vardenis5253     Pavardenis5253     5         8         1         1         6         7         
Vardenis5254     Pavardenis5254     9         10        7         3         1         4         
Vardenis5255     Pavardenis5255     8         10        10        4         6         2         
Vardenis5256     Pavardenis5256     10        5         4         6         4         4         
Vardenis5257     Pavardenis5257     9         4         8         7         1         3         
Vardenis5258     Pavardenis5258     4         9         1         10        1         4         
Vardenis5259     Pavardenis5259     9         10        4         7         6         9         
Vardenis5260     Pavardenis5260     3         2         3         5         4         4         
Vardenis5261     Pavardenis5261     3         4         6         4         2         10        
Vardenis5262     Pavardenis5262     2         3         2         4         7         3         
Vardenis5263     Pavardenis5263     7         2         9         2         7         7         
Vardenis5264     Pavardenis5264     10        6         1         9         1         5         
Vardenis5265     Pavardenis5265     9         2         3         10        1         9         
Vardenis5266     Pavardenis5266     7         3         3         3         2         6         
Vardenis5267     Pavardenis5267     5         9         6         5         5         7         
Vardenis5268     Pavardenis5268     5         6         9         4         6         8         
Vardenis5269     Pavardenis5269     2         10        10        5         3         2         
Vardenis5270     Pavardenis5270     8         1         7         7         9         7         
Vardenis5271     Pavardenis5271     6         10        9         8         2         10        
Vardenis5272     Pavardenis5272     10        4         7         9         1         8         
Vardenis5273     Pavardenis5273     2         5         8         7         10        6         
Vardenis5274     Pavardenis5274     3         8         5         3         6         8         
Vardenis5275     Pavardenis5275     10        8         9         2         4         4         
Vardenis5276     Pavardenis5276     9         4         6         7         10        3         
Vardenis5277     Pavardenis5277     7         7         8         1         3         7         
Vardenis5278     Pavardenis5278     4         6         1         7         3         6         
Vardenis5279     Pavardenis5279     4         4         10        4         7         10        
Vardenis5280     Pavardenis5280     8         2         5         2         1         6         
Vardenis5281     Pavardenis5281     2         6         4         6         4         8         
Vardenis5282     Pavardenis5282     9         1         10        6         10        8         
Vardenis5283     Pavardenis5283     3         10        9         2         6         5         
Vardenis5284     Pavardenis5284     8         3         5         4         2         9         
Vardenis5285     Pavardenis5285     6         9         4         1         4         1         
Vardenis5286     Pavardenis5286     8         10        3         1         10        2         
Vardenis5287     Pavardenis5287     6         3         9         3         7         3         
Vardenis5288     Pavardenis5288     6         5         8         8         4         5         
Vardenis5289     Pavardenis5289     8         7         2         6         5         2         
Vardenis5290     Pavardenis5290     1         8         8         5         10        5         
Vardenis5291     Pavardenis5291     5         9         4         9         4         7         
Vardenis5292     Pavardenis5292     9         3         10        5         1         2         
Vardenis5293     Pavardenis5293     8         4         10        1         6         6         
Vardenis5294     Pavardenis5294     6         5         5         10        9         4         
Vardenis5295     Pavardenis5295     4         6         1         5         2         9         
Vardenis5296     Pavardenis5296     2         1         9         8         10        7         
Vardenis5297     Pavardenis5297     9         4         7         6         4         3         
Vardenis5298     Pavardenis5298     3         9         9         10        6         4         
Vardenis5299     Pavardenis5299     5         10        5         6         1         10        
Vardenis5300     Pavardenis5300     8         1         6         2         4         6         
Vardenis5301     Pavardenis5301     5         4         9         9         6         8         
Vardenis5302     Pavardenis5302     6         3         5         1         3         2         
Vardenis5303     Pavardenis5303     8         4         1         2         10        9         
Vardenis5304     Pavardenis5304     9         4         10        3         7         1         
Vardenis5305     Pavardenis5305     1         8         5         8         5         6         
Vardenis5306     Pavardenis5306     10        10        7         5         7         5         
Vardenis5307     Pavardenis5307     10        2         4         7         4         2         
Vardenis5308     Pavardenis5308     2         8         9         10        7         1         
Vardenis5309     Pavardenis5309     9         4         2         2         8         4         
Vardenis5310     Pavardenis5310     6         1         3         5         2         7         
Vardenis5311     Pavardenis5311     4         10        8         10        9         5         
Vardenis5312     Pavardenis5312     9         8         8         3         1         5         
Vardenis5313     Pavardenis5313     9         3         1         4         10        2         
Vardenis5314     Pavardenis5314     8         4         2         5         7         8         
Vardenis5315     Pavardenis5315     4         7         4         3         2         7         
Vardenis5316     Pavardenis5316     3         7         10        6         2         7         
Vardenis5317     Pavardenis5317     4         3         2         6         2         1         
Vardenis5318     Pavardenis5318     1         3         9         8         10        6         
Vardenis5319     Pavardenis5319     4         5         8         4         6         7         
Vardenis5320     Pavardenis5320     9         4         1         10        5         5         
Vardenis5321     Pavardenis5321     5         3         3         5         10        7         
Vardenis5322     Pavardenis5322     9         4         7         6         9         4         
Vardenis5323     Pavardenis5323     4         4         9         5         3         6         
Vardenis5324     Pavardenis5324     4         10        6         5         9         9         
Vardenis5325     Pavardenis5325     10        2         9         4         3         4         
Vardenis5326     Pavardenis5326     7         3         10        3         8         6         
Vardenis5327     Pavardenis5327     4         3         2         3         8         8         
Vardenis5328     Pavardenis5328     4         4         9         8         10        8         
Vardenis5329     Pavardenis5329     1         1         7         3         10        2         
Vardenis5330     Pavardenis5330     7         2         2         10        2         7         
Vardenis5331     Pavardenis5331     4         2         4         3         9         6         
Vardenis5332     Pavardenis5332     10        3         9         6         10        8         
Vardenis5333     Pavardenis5333     5         5         3         1         7         7         
Vardenis5334     Pavardenis5334     1         8         4         8         4         9         
Vardenis5335     Pavardenis5335     6         3         4         10        8         10        
Vardenis5336     Pavardenis5336     8         4         8         6         5         9         
Vardenis5337     Pavardenis5337     2         4         8         5         9         8         
Vardenis5338     Pavardenis5338     10        8         3         8         2         7         
Vardenis5339     Pavardenis5339     9         1         5         8         3         5         
Vardenis5340     Pavardenis5340     7         1         5         10        1         5         
Vardenis5341     Pavardenis5341     9         1         5         1         8         9         
Vardenis5342     Pavardenis5342     10        5         7         10        7         2         
Vardenis5343     Pavardenis5343     2         6         10        8         3         9         
Vardenis5344     Pavardenis5344     8         1         10        8         1         2         
Vardenis5345     Pavardenis5345     1         2         2         8         9         9         
Vardenis5346     Pavardenis5346     6         10        3         4         9         5         
Vardenis5347     Pavardenis5347     6         10        5         2         1         3         
Vardenis5348     Pavardenis5348     8         7         10        2         7         10        
Vardenis5349     Pavardenis5349     4         3         9         8         8         7         
Vardenis5350     Pavardenis5350     8         5         7         9         3         10        
Vardenis5351     Pavardenis5351     6         1         3         7         10        3         
Vardenis5352     Pavardenis5352     4         5         9         5         1         10        
Vardenis5353     Pavardenis5353     2         5         1         7         6         9         
Vardenis5354     Pavardenis5354     2         1         10        6         9         10        
Vardenis5355     Pavardenis5355     3         9         4         8         1         6         
Vardenis5356     Pavardenis5356     10        7         9         6         3         9         
Vardenis5357     Pavardenis5357     9         8         1         3         8         3         
Vardenis5358     Pavardenis5358     9         10        4         8         4         8         
Vardenis5359     Pavardenis5359     6         7         3         8         9         9         
Vardenis5360     Pavardenis5360     8         3         2         2         3         8         
Vardenis5361     Pavardenis5361     3         9         7         4         5         9         
Vardenis5362     Pavardenis5362     7         1         7         8         9         3         
Vardenis5363     Pavardenis5363     7         9         9         1         5         2         
Vardenis5364     Pavardenis5364     10        1         7         10        1         6         
